#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
COPS4	CRBN	9606.ENSP00000264389	9606.ENSP00000231948	0	0.768	0	0	0.768
COPS4	DDB2	9606.ENSP00000264389	9606.ENSP00000256996	0	0.718	0.600	0	0.882
COPS4	ERCC8	9606.ENSP00000264389	9606.ENSP00000265038	0	0.483	0.600	0	0.784
COPS4	CUL4A	9606.ENSP00000264389	9606.ENSP00000364589	0	0.589	0.600	0	0.828
COPS4	DDB1	9606.ENSP00000264389	9606.ENSP00000301764	0	0.526	0.600	0	0.802
COPS4	CUL4B	9606.ENSP00000264389	9606.ENSP00000384109	0	0.741	0.600	0	0.892
COPS4	COPS8	9606.ENSP00000264389	9606.ENSP00000346340	0	0.963	0.900	0	0.996
COPS4	COPS5	9606.ENSP00000264389	9606.ENSP00000350512	0	0.986	0.900	0	0.998
COPS4	COPS7A	9606.ENSP00000264389	9606.ENSP00000438115	0	0.980	0.900	0	0.997
COPS4	COPS6	9606.ENSP00000264389	9606.ENSP00000304102	0	0.991	0.900	0	0.999
COPS4	GPS1	9606.ENSP00000264389	9606.ENSP00000376167	0	0.989	0.900	0	0.998
COPS4	COPS7B	9606.ENSP00000264389	9606.ENSP00000362710	0	0.980	0.900	0	0.997
COPS5	RBX1	9606.ENSP00000350512	9606.ENSP00000216225	0	0.902	0.600	0	0.959
COPS5	CRBN	9606.ENSP00000350512	9606.ENSP00000231948	0	0.765	0	0	0.765
COPS5	DDB2	9606.ENSP00000350512	9606.ENSP00000256996	0	0.698	0.600	0	0.874
COPS5	ERCC8	9606.ENSP00000350512	9606.ENSP00000265038	0	0.551	0.600	0	0.812
COPS5	DDB1	9606.ENSP00000350512	9606.ENSP00000301764	0	0.519	0.600	0	0.799
COPS5	COPS6	9606.ENSP00000350512	9606.ENSP00000304102	0	0.988	0.900	0	0.998
COPS5	COPS8	9606.ENSP00000350512	9606.ENSP00000346340	0	0.953	0.900	0	0.995
COPS5	CUL4A	9606.ENSP00000350512	9606.ENSP00000364589	0	0.686	0.600	0	0.869
COPS5	CUL4B	9606.ENSP00000350512	9606.ENSP00000384109	0	0.711	0.600	0	0.879
COPS5	COPS7A	9606.ENSP00000350512	9606.ENSP00000438115	0	0.967	0.900	0	0.996
COPS5	COPS7B	9606.ENSP00000350512	9606.ENSP00000362710	0	0.967	0.900	0	0.996
COPS5	GPS1	9606.ENSP00000350512	9606.ENSP00000376167	0	0.990	0.900	0	0.999
COPS6	RBX1	9606.ENSP00000304102	9606.ENSP00000216225	0	0.906	0.600	0	0.961
COPS6	CRBN	9606.ENSP00000304102	9606.ENSP00000231948	0	0.756	0	0	0.756
COPS6	DDB2	9606.ENSP00000304102	9606.ENSP00000256996	0	0.718	0.600	0	0.882
COPS6	ERCC8	9606.ENSP00000304102	9606.ENSP00000265038	0	0.483	0.600	0	0.784
COPS6	DDB1	9606.ENSP00000304102	9606.ENSP00000301764	0	0.520	0.600	0	0.799
COPS6	CUL4B	9606.ENSP00000304102	9606.ENSP00000384109	0	0.720	0.600	0	0.883
COPS6	CUL4A	9606.ENSP00000304102	9606.ENSP00000364589	0	0.674	0.600	0	0.864
COPS6	GPS1	9606.ENSP00000304102	9606.ENSP00000376167	0	0.961	0.900	0	0.995
COPS6	COPS8	9606.ENSP00000304102	9606.ENSP00000346340	0	0.956	0.900	0	0.995
COPS6	COPS7B	9606.ENSP00000304102	9606.ENSP00000362710	0	0.981	0.900	0	0.998
COPS6	COPS7A	9606.ENSP00000304102	9606.ENSP00000438115	0	0.980	0.900	0	0.997
COPS7A	RBX1	9606.ENSP00000438115	9606.ENSP00000216225	0	0.680	0.600	0	0.866
COPS7A	CRBN	9606.ENSP00000438115	9606.ENSP00000231948	0	0.752	0	0	0.752
COPS7A	DDB2	9606.ENSP00000438115	9606.ENSP00000256996	0	0.723	0.600	0	0.884
COPS7A	ERCC8	9606.ENSP00000438115	9606.ENSP00000265038	0	0.483	0.600	0	0.784
COPS7A	DDB1	9606.ENSP00000438115	9606.ENSP00000301764	0	0.535	0.600	0	0.806
COPS7A	COPS8	9606.ENSP00000438115	9606.ENSP00000346340	0	0.956	0.900	0	0.995
COPS7A	COPS7B	9606.ENSP00000438115	9606.ENSP00000362710	0	0.676	0.900	0	0.966
COPS7A	CUL4A	9606.ENSP00000438115	9606.ENSP00000364589	0	0.676	0.600	0	0.864
COPS7A	GPS1	9606.ENSP00000438115	9606.ENSP00000376167	0	0.964	0.900	0	0.996
COPS7A	CUL4B	9606.ENSP00000438115	9606.ENSP00000384109	0	0.661	0.600	0	0.859
COPS7B	RBX1	9606.ENSP00000362710	9606.ENSP00000216225	0	0.824	0.600	0	0.926
COPS7B	DDB2	9606.ENSP00000362710	9606.ENSP00000256996	0	0.664	0.600	0	0.859
COPS7B	DDB1	9606.ENSP00000362710	9606.ENSP00000301764	0	0.516	0.600	0	0.798
COPS7B	COPS8	9606.ENSP00000362710	9606.ENSP00000346340	0	0.960	0.900	0	0.995
COPS7B	CUL4B	9606.ENSP00000362710	9606.ENSP00000384109	0	0.614	0.600	0	0.839
COPS7B	CUL4A	9606.ENSP00000362710	9606.ENSP00000364589	0	0.626	0.600	0	0.844
COPS7B	GPS1	9606.ENSP00000362710	9606.ENSP00000376167	0	0.964	0.900	0	0.996
COPS8	RBX1	9606.ENSP00000346340	9606.ENSP00000216225	0	0.825	0.600	0	0.927
COPS8	CRBN	9606.ENSP00000346340	9606.ENSP00000231948	0	0.752	0	0	0.752
COPS8	DDB2	9606.ENSP00000346340	9606.ENSP00000256996	0	0.718	0.600	0	0.882
COPS8	ERCC8	9606.ENSP00000346340	9606.ENSP00000265038	0	0.483	0.600	0	0.784
COPS8	DDB1	9606.ENSP00000346340	9606.ENSP00000301764	0	0.518	0.600	0	0.798
COPS8	CUL4B	9606.ENSP00000346340	9606.ENSP00000384109	0	0.712	0.600	0	0.880
COPS8	CUL4A	9606.ENSP00000346340	9606.ENSP00000364589	0	0.717	0.600	0	0.882
COPS8	GPS1	9606.ENSP00000346340	9606.ENSP00000376167	0	0.962	0.900	0	0.996
CPSF6	CPSF7	9606.ENSP00000266679	9606.ENSP00000345412	0	0.724	0.900	0	0.971
CPSF6	NUDT21	9606.ENSP00000266679	9606.ENSP00000300291	0	0.946	0.900	0	0.994
CPSF7	NUDT21	9606.ENSP00000345412	9606.ENSP00000300291	0	0.929	0.900	0	0.992
CRBN	RBX1	9606.ENSP00000231948	9606.ENSP00000216225	0	0.765	0.900	0	0.975
CRBN	GPS1	9606.ENSP00000231948	9606.ENSP00000376167	0	0.752	0	0	0.752
CRBN	DCAF15	9606.ENSP00000231948	9606.ENSP00000254337	0	0	0.900	0	0.900
CRBN	DCAF5	9606.ENSP00000231948	9606.ENSP00000341351	0	0	0.900	0	0.900
CRBN	DCAF4	9606.ENSP00000231948	9606.ENSP00000351147	0	0	0.900	0	0.900
CRBN	DCAF6	9606.ENSP00000231948	9606.ENSP00000356814	0	0	0.900	0	0.900
CRBN	VPRBP	9606.ENSP00000231948	9606.ENSP00000393183	0	0	0.900	0	0.900
CRBN	ERCC8	9606.ENSP00000231948	9606.ENSP00000265038	0	0	0.900	0	0.900
CRBN	WDR42A	9606.ENSP00000231948	9606.ENSP00000357052	0	0	0.900	0	0.900
CRBN	DDB2	9606.ENSP00000231948	9606.ENSP00000256996	0	0	0.900	0	0.900
CRBN	DDA1	9606.ENSP00000231948	9606.ENSP00000352928	0	0.270	0.900	0	0.923
CRBN	CUL4B	9606.ENSP00000231948	9606.ENSP00000384109	0	0.618	0.900	0	0.960
CRBN	CUL4A	9606.ENSP00000231948	9606.ENSP00000364589	0	0.766	0.900	0	0.975
CRBN	DDB1	9606.ENSP00000231948	9606.ENSP00000301764	0	0.947	0.900	0	0.994
CRCP	POLR3B	9606.ENSP00000378736	9606.ENSP00000228347	0	0.960	0.600	0	0.983
CRCP	POLR3K	9606.ENSP00000378736	9606.ENSP00000293860	0	0.941	0.600	0	0.975
CRCP	POLR3E	9606.ENSP00000378736	9606.ENSP00000299853	0	0.940	0.600	0	0.975
CRCP	POLR1D	9606.ENSP00000378736	9606.ENSP00000302478	0	0.922	0.600	0	0.967
CRCP	TERT	9606.ENSP00000378736	9606.ENSP00000309572	0	0	0.720	0	0.720
CRCP	POLR2L	9606.ENSP00000378736	9606.ENSP00000324124	0	0.844	0.600	0	0.934
CRCP	POLR3C	9606.ENSP00000378736	9606.ENSP00000334564	0	0.946	0.600	0	0.977
CRCP	POLR2K	9606.ENSP00000378736	9606.ENSP00000342889	0	0.559	0.600	0	0.816
CRCP	POLR3H	9606.ENSP00000378736	9606.ENSP00000347345	0	0.982	0.800	0	0.996
CRCP	POLR3A	9606.ENSP00000378736	9606.ENSP00000361446	0	0.953	0.600	0	0.980
CRCP	POLR1C	9606.ENSP00000378736	9606.ENSP00000361465	0	0.954	0.600	0	0.981
CRCP	POLR3F	9606.ENSP00000378736	9606.ENSP00000366828	0	0.984	0.600	0	0.993
CRCP	TBP	9606.ENSP00000378736	9606.ENSP00000375942	0	0.389	0.600	0	0.745
CRCP	POLD2	9606.ENSP00000378736	9606.ENSP00000480186	0	0	0.900	0	0.900
CRCP	POLD1	9606.ENSP00000378736	9606.ENSP00000406046	0	0	0.900	0	0.900
CRCP	POLR2F	9606.ENSP00000378736	9606.ENSP00000403852	0	0.868	0.600	0	0.945
CRCP	POLR2E	9606.ENSP00000378736	9606.ENSP00000478303	0	0.872	0.600	0	0.946
CRCP	POLR3D	9606.ENSP00000378736	9606.ENSP00000380904	0	0.922	0.600	0	0.967
CRCP	POLR2H	9606.ENSP00000378736	9606.ENSP00000415536	0	0.947	0.600	0	0.978
CRNKL1	RBM22	9606.ENSP00000366557	9606.ENSP00000199814	0	0.967	0.900	0	0.996
CRNKL1	SF3A1	9606.ENSP00000366557	9606.ENSP00000215793	0	0.800	0	0	0.800
CRNKL1	SNRPD3	9606.ENSP00000366557	9606.ENSP00000215829	0	0.967	0.900	0	0.996
CRNKL1	PHF5A	9606.ENSP00000366557	9606.ENSP00000216252	0	0.919	0	0	0.919
CRNKL1	SF3A2	9606.ENSP00000366557	9606.ENSP00000221494	0	0.800	0	0	0.800
CRNKL1	PRPF19	9606.ENSP00000366557	9606.ENSP00000227524	0	0.993	0.900	0	0.999
CRNKL1	SF3B6	9606.ENSP00000366557	9606.ENSP00000233468	0	0.800	0	0	0.800
CRNKL1	SYF2	9606.ENSP00000366557	9606.ENSP00000236273	0	0.986	0.900	0	0.998
CRNKL1	SNRPB2	9606.ENSP00000366557	9606.ENSP00000246071	0	0.871	0.900	0	0.986
CRNKL1	SNRPA1	9606.ENSP00000366557	9606.ENSP00000254193	0	0.990	0.900	0	0.998
CRNKL1	PPIG	9606.ENSP00000366557	9606.ENSP00000260970	0	0.800	0	0	0.800
CRNKL1	SNW1	9606.ENSP00000366557	9606.ENSP00000261531	0	0.992	0.900	0	0.999
CRNKL1	DHX8	9606.ENSP00000366557	9606.ENSP00000262415	0	0.981	0.900	0	0.998
CRNKL1	SNRNP40	9606.ENSP00000366557	9606.ENSP00000263694	0	0.947	0.900	0	0.994
CRNKL1	SNRPF	9606.ENSP00000366557	9606.ENSP00000266735	0	0.971	0.900	0	0.997
CRNKL1	DHX38	9606.ENSP00000366557	9606.ENSP00000268482	0	0.955	0	0	0.955
CRNKL1	EIF4A3	9606.ENSP00000366557	9606.ENSP00000269349	0	0.854	0	0	0.854
CRNKL1	SF3B4	9606.ENSP00000366557	9606.ENSP00000271628	0	0.800	0	0	0.800
CRNKL1	SDE2	9606.ENSP00000366557	9606.ENSP00000272091	0	0.837	0	0	0.837
CRNKL1	SNRPG	9606.ENSP00000366557	9606.ENSP00000272348	0	0.962	0.900	0	0.996
CRNKL1	ISY1	9606.ENSP00000366557	9606.ENSP00000273541	0	0.985	0.540	0	0.992
CRNKL1	CWF19L2	9606.ENSP00000366557	9606.ENSP00000282251	0	0.800	0.540	0	0.904
CRNKL1	SNIP1	9606.ENSP00000366557	9606.ENSP00000296215	0	0.956	0	0	0.956
CRNKL1	SLU7	9606.ENSP00000366557	9606.ENSP00000297151	0	0.973	0	0	0.973
CRNKL1	SNRPD1	9606.ENSP00000366557	9606.ENSP00000300413	0	0.967	0.900	0	0.996
CRNKL1	SRRM2	9606.ENSP00000366557	9606.ENSP00000301740	0	0.902	0.900	0	0.989
CRNKL1	SF3B3	9606.ENSP00000366557	9606.ENSP00000305790	0	0.967	0	0	0.967
CRNKL1	SART1	9606.ENSP00000366557	9606.ENSP00000310448	0	0.700	0	0	0.700
CRNKL1	SNRNP200	9606.ENSP00000366557	9606.ENSP00000317123	0	0.989	0	0	0.989
CRNKL1	SF3B2	9606.ENSP00000366557	9606.ENSP00000318861	0	0.866	0	0	0.866
CRNKL1	MAGOHB	9606.ENSP00000366557	9606.ENSP00000319240	0	0.800	0	0	0.800
CRNKL1	LSM10	9606.ENSP00000366557	9606.ENSP00000319341	0	0.767	0	0	0.767
CRNKL1	SRRM1	9606.ENSP00000366557	9606.ENSP00000326261	0	0.800	0	0	0.800
CRNKL1	SF3B1	9606.ENSP00000366557	9606.ENSP00000335321	0	0.967	0	0	0.967
CRNKL1	DHX15	9606.ENSP00000366557	9606.ENSP00000336741	0	0.966	0	0	0.966
CRNKL1	RBMX2	9606.ENSP00000366557	9606.ENSP00000339090	0	0.919	0	0	0.919
CRNKL1	SNRPD2	9606.ENSP00000366557	9606.ENSP00000342374	0	0.974	0.900	0	0.997
CRNKL1	XAB2	9606.ENSP00000366557	9606.ENSP00000351137	0	0.995	0.900	0	0.999
CRNKL1	SF3B5	9606.ENSP00000366557	9606.ENSP00000356541	0	0.906	0	0	0.906
CRNKL1	RNF113A	9606.ENSP00000366557	9606.ENSP00000360497	0	0.800	0	0	0.800
CRNKL1	MAGOH	9606.ENSP00000366557	9606.ENSP00000360525	0	0.848	0	0	0.848
CRNKL1	PPIE	9606.ENSP00000366557	9606.ENSP00000361918	0	0.769	0.900	0	0.975
CRNKL1	SF3A3	9606.ENSP00000366557	9606.ENSP00000362110	0	0.800	0	0	0.800
CRNKL1	PPIL1	9606.ENSP00000366557	9606.ENSP00000362803	0	0.800	0.900	0	0.979
CRNKL1	DHX16	9606.ENSP00000366557	9606.ENSP00000365625	0	0.955	0	0	0.955
CRNKL1	GPATCH8	9606.ENSP00000366557	9606.ENSP00000467556	0	0.788	0	0	0.788
CRNKL1	RBM8A	9606.ENSP00000366557	9606.ENSP00000463058	0	0.800	0	0	0.800
CRNKL1	CWC27	9606.ENSP00000366557	9606.ENSP00000370460	0	0.800	0	0	0.800
CRNKL1	CWC25	9606.ENSP00000366557	9606.ENSP00000478070	0	0.912	0	0	0.912
CRNKL1	CWC15	9606.ENSP00000366557	9606.ENSP00000475615	0	0.919	0.900	0	0.991
CRNKL1	ISY1-RAB43	9606.ENSP00000366557	9606.ENSP00000411822	0	0.985	0.540	0	0.992
CRNKL1	SNRPB	9606.ENSP00000366557	9606.ENSP00000412566	0	0.955	0.900	0	0.995
CRNKL1	CWC22	9606.ENSP00000366557	9606.ENSP00000387006	0	0.965	0.900	0	0.996
CRNKL1	SNRPE	9606.ENSP00000366557	9606.ENSP00000400591	0	0.971	0.900	0	0.997
CRNKL1	PLRG1	9606.ENSP00000366557	9606.ENSP00000424417	0	0.988	0.900	0	0.998
CRNKL1	EFTUD2	9606.ENSP00000366557	9606.ENSP00000392094	0	0.995	0.900	0	0.999
CRNKL1	PRPF8	9606.ENSP00000366557	9606.ENSP00000460348	0	0.993	0.900	0	0.999
CRY1	CRY2	9606.ENSP00000008527	9606.ENSP00000478187	0	0.690	0.900	0	0.967
CRY1	PER2	9606.ENSP00000008527	9606.ENSP00000254657	0	0.972	0.900	0	0.997
CRY2	PER2	9606.ENSP00000478187	9606.ENSP00000254657	0	0.968	0.900	0	0.996
CTDP1	POLR2C	9606.ENSP00000484525	9606.ENSP00000219252	0	0.661	0.600	0	0.858
CTDP1	POLR2D	9606.ENSP00000484525	9606.ENSP00000272645	0	0.774	0.600	0	0.905
CTDP1	POLR2J	9606.ENSP00000484525	9606.ENSP00000292614	0	0.675	0.600	0	0.864
CTDP1	POLR2G	9606.ENSP00000484525	9606.ENSP00000301788	0	0.759	0.600	0	0.899
CTDP1	SUPT6H	9606.ENSP00000484525	9606.ENSP00000319104	0	0	0.800	0	0.800
CTDP1	GTF2F2	9606.ENSP00000484525	9606.ENSP00000340823	0	0.818	0.600	0	0.924
CTDP1	GTF2B	9606.ENSP00000484525	9606.ENSP00000359531	0	0.803	0	0	0.803
CTDP1	POLR2B	9606.ENSP00000484525	9606.ENSP00000370625	0	0.868	0.600	0	0.945
CTDP1	GTF2F1	9606.ENSP00000484525	9606.ENSP00000377969	0	0.981	0.600	0	0.992
CTDP1	POLR2F	9606.ENSP00000484525	9606.ENSP00000403852	0	0.759	0.600	0	0.899
CTDP1	TCEA1	9606.ENSP00000484525	9606.ENSP00000428426	0	0.309	0.800	0	0.856
CTDP1	POLR2E	9606.ENSP00000484525	9606.ENSP00000478303	0	0.739	0.600	0	0.891
CTDP1	POLR2A	9606.ENSP00000484525	9606.ENSP00000480158	0	0.906	0.600	0	0.961
CUL4A	RBX1	9606.ENSP00000364589	9606.ENSP00000216225	0	0.922	0.900	0	0.991
CUL4A	DCAF15	9606.ENSP00000364589	9606.ENSP00000254337	0	0.483	0.900	0	0.946
CUL4A	DDB2	9606.ENSP00000364589	9606.ENSP00000256996	0	0.724	0.900	0	0.971
CUL4A	ERCC8	9606.ENSP00000364589	9606.ENSP00000265038	0	0.520	0.900	0	0.950
CUL4A	DDB1	9606.ENSP00000364589	9606.ENSP00000301764	0	0.971	0.900	0	0.997
CUL4A	DCAF5	9606.ENSP00000364589	9606.ENSP00000341351	0	0.483	0.900	0	0.946
CUL4A	DCAF4	9606.ENSP00000364589	9606.ENSP00000351147	0	0.614	0.900	0	0.959
CUL4A	WDR5	9606.ENSP00000364589	9606.ENSP00000351446	0	0.418	0.600	0	0.757
CUL4A	DDA1	9606.ENSP00000364589	9606.ENSP00000352928	0	0.595	0.900	0	0.957
CUL4A	DCAF6	9606.ENSP00000364589	9606.ENSP00000356814	0	0.491	0.900	0	0.946
CUL4A	WDR42A	9606.ENSP00000364589	9606.ENSP00000357052	0	0.494	0.900	0	0.947
CUL4A	PCNA	9606.ENSP00000364589	9606.ENSP00000368458	0	0.483	0.600	0	0.784
CUL4A	GPS1	9606.ENSP00000364589	9606.ENSP00000376167	0	0.821	0.600	0	0.925
CUL4A	CUL4B	9606.ENSP00000364589	9606.ENSP00000384109	0	0.531	0.900	0	0.951
CUL4A	VPRBP	9606.ENSP00000364589	9606.ENSP00000393183	0	0.575	0.900	0	0.955
CUL4B	RBX1	9606.ENSP00000384109	9606.ENSP00000216225	0	0.942	0.900	0	0.994
CUL4B	DCAF15	9606.ENSP00000384109	9606.ENSP00000254337	0	0.114	0.900	0	0.907
CUL4B	DDB2	9606.ENSP00000384109	9606.ENSP00000256996	0	0.688	0.900	0	0.967
CUL4B	ERCC8	9606.ENSP00000384109	9606.ENSP00000265038	0	0.520	0.900	0	0.950
CUL4B	DDB1	9606.ENSP00000384109	9606.ENSP00000301764	0	0.975	0.900	0	0.997
CUL4B	DCAF5	9606.ENSP00000384109	9606.ENSP00000341351	0	0.062	0.900	0	0.902
CUL4B	DCAF4	9606.ENSP00000384109	9606.ENSP00000351147	0	0.657	0.900	0	0.964
CUL4B	WDR5	9606.ENSP00000384109	9606.ENSP00000351446	0	0.418	0.600	0	0.757
CUL4B	DDA1	9606.ENSP00000384109	9606.ENSP00000352928	0	0.745	0.900	0	0.973
CUL4B	DCAF6	9606.ENSP00000384109	9606.ENSP00000356814	0	0.296	0.900	0	0.926
CUL4B	WDR42A	9606.ENSP00000384109	9606.ENSP00000357052	0	0.492	0.900	0	0.947
CUL4B	GPS1	9606.ENSP00000384109	9606.ENSP00000376167	0	0.765	0.600	0	0.902
CUL4B	VPRBP	9606.ENSP00000384109	9606.ENSP00000393183	0	0.575	0.900	0	0.955
CWC15	RBM22	9606.ENSP00000475615	9606.ENSP00000199814	0	0.906	0.900	0	0.990
CWC15	SF3A1	9606.ENSP00000475615	9606.ENSP00000215793	0	0.800	0	0	0.800
CWC15	SNRPD3	9606.ENSP00000475615	9606.ENSP00000215829	0	0.960	0.900	0	0.995
CWC15	PHF5A	9606.ENSP00000475615	9606.ENSP00000216252	0	0.906	0	0	0.906
CWC15	PQBP1	9606.ENSP00000475615	9606.ENSP00000218224	0	0	0.800	0	0.800
CWC15	SF3A2	9606.ENSP00000475615	9606.ENSP00000221494	0	0.965	0	0	0.965
CWC15	PRPF19	9606.ENSP00000475615	9606.ENSP00000227524	0	0.989	0.900	0	0.998
CWC15	SF3B6	9606.ENSP00000475615	9606.ENSP00000233468	0	0.800	0	0	0.800
CWC15	SYF2	9606.ENSP00000475615	9606.ENSP00000236273	0	0.904	0.900	0	0.990
CWC15	SNRPA	9606.ENSP00000475615	9606.ENSP00000243563	0	0.730	0	0	0.730
CWC15	SNRPB2	9606.ENSP00000475615	9606.ENSP00000246071	0	0.943	0.900	0	0.994
CWC15	SNRPA1	9606.ENSP00000475615	9606.ENSP00000254193	0	0.986	0.900	0	0.998
CWC15	PPIG	9606.ENSP00000475615	9606.ENSP00000260970	0	0.842	0	0	0.842
CWC15	SNW1	9606.ENSP00000475615	9606.ENSP00000261531	0	0.964	0.900	0	0.996
CWC15	DHX8	9606.ENSP00000475615	9606.ENSP00000262415	0	0.955	0.900	0	0.995
CWC15	SNRNP40	9606.ENSP00000475615	9606.ENSP00000263694	0	0.905	0.900	0	0.990
CWC15	SNRPF	9606.ENSP00000475615	9606.ENSP00000266735	0	0.960	0.900	0	0.995
CWC15	DHX38	9606.ENSP00000475615	9606.ENSP00000268482	0	0.955	0	0	0.955
CWC15	EIF4A3	9606.ENSP00000475615	9606.ENSP00000269349	0	0.832	0	0	0.832
CWC15	SF3B4	9606.ENSP00000475615	9606.ENSP00000271628	0	0.961	0	0	0.961
CWC15	SDE2	9606.ENSP00000475615	9606.ENSP00000272091	0	0.837	0	0	0.837
CWC15	SNRPG	9606.ENSP00000475615	9606.ENSP00000272348	0	0.960	0.900	0	0.995
CWC15	ISY1	9606.ENSP00000475615	9606.ENSP00000273541	0	0.884	0	0	0.884
CWC15	CWF19L2	9606.ENSP00000475615	9606.ENSP00000282251	0	0.905	0	0	0.905
CWC15	SNIP1	9606.ENSP00000475615	9606.ENSP00000296215	0	0.928	0	0	0.928
CWC15	SLU7	9606.ENSP00000475615	9606.ENSP00000297151	0	0.907	0	0	0.907
CWC15	SNRPD1	9606.ENSP00000475615	9606.ENSP00000300413	0	0.960	0.900	0	0.995
CWC15	SRRM2	9606.ENSP00000475615	9606.ENSP00000301740	0	0.869	0.900	0	0.986
CWC15	SF3B3	9606.ENSP00000475615	9606.ENSP00000305790	0	0.906	0	0	0.906
CWC15	SNRNP200	9606.ENSP00000475615	9606.ENSP00000317123	0	0.951	0	0	0.951
CWC15	SF3B2	9606.ENSP00000475615	9606.ENSP00000318861	0	0.906	0	0	0.906
CWC15	MAGOHB	9606.ENSP00000475615	9606.ENSP00000319240	0	0.800	0	0	0.800
CWC15	LSM10	9606.ENSP00000475615	9606.ENSP00000319341	0	0.724	0	0	0.724
CWC15	SRRM1	9606.ENSP00000475615	9606.ENSP00000326261	0	0.800	0	0	0.800
CWC15	SF3B1	9606.ENSP00000475615	9606.ENSP00000335321	0	0.906	0	0	0.906
CWC15	DHX15	9606.ENSP00000475615	9606.ENSP00000336741	0	0.906	0	0	0.906
CWC15	RBMX2	9606.ENSP00000475615	9606.ENSP00000339090	0	0.906	0	0	0.906
CWC15	SNRPD2	9606.ENSP00000475615	9606.ENSP00000342374	0	0.960	0.900	0	0.995
CWC15	XAB2	9606.ENSP00000475615	9606.ENSP00000351137	0	0.915	0.900	0	0.991
CWC15	SF3B5	9606.ENSP00000475615	9606.ENSP00000356541	0	0.962	0	0	0.962
CWC15	RNF113A	9606.ENSP00000475615	9606.ENSP00000360497	0	0.871	0	0	0.871
CWC15	MAGOH	9606.ENSP00000475615	9606.ENSP00000360525	0	0.848	0	0	0.848
CWC15	PPIE	9606.ENSP00000475615	9606.ENSP00000361918	0	0.246	0.900	0	0.921
CWC15	SF3A3	9606.ENSP00000475615	9606.ENSP00000362110	0	0.811	0	0	0.811
CWC15	PPIL1	9606.ENSP00000475615	9606.ENSP00000362803	0	0.905	0.900	0	0.990
CWC15	DHX16	9606.ENSP00000475615	9606.ENSP00000365625	0	0.955	0	0	0.955
CWC15	CWC27	9606.ENSP00000475615	9606.ENSP00000370460	0	0.906	0	0	0.906
CWC15	CWC22	9606.ENSP00000475615	9606.ENSP00000387006	0	0.929	0.900	0	0.992
CWC15	EFTUD2	9606.ENSP00000475615	9606.ENSP00000392094	0	0.986	0.900	0	0.998
CWC15	SNRPE	9606.ENSP00000475615	9606.ENSP00000400591	0	0.960	0.900	0	0.995
CWC15	ISY1-RAB43	9606.ENSP00000475615	9606.ENSP00000411822	0	0.884	0	0	0.884
CWC15	SNRPB	9606.ENSP00000475615	9606.ENSP00000412566	0	0.955	0.900	0	0.995
CWC15	PLRG1	9606.ENSP00000475615	9606.ENSP00000424417	0	0.928	0.900	0	0.992
CWC15	PRPF8	9606.ENSP00000475615	9606.ENSP00000460348	0	0.960	0.900	0	0.995
CWC15	RBM8A	9606.ENSP00000475615	9606.ENSP00000463058	0	0.800	0	0	0.800
CWC15	GPATCH8	9606.ENSP00000475615	9606.ENSP00000467556	0	0.754	0	0	0.754
CWC15	CWC25	9606.ENSP00000475615	9606.ENSP00000478070	0	0.910	0	0	0.910
CWC22	RBM22	9606.ENSP00000387006	9606.ENSP00000199814	0	0.948	0.900	0	0.994
CWC22	SF3A1	9606.ENSP00000387006	9606.ENSP00000215793	0	0.800	0.900	0	0.979
CWC22	SNRPD3	9606.ENSP00000387006	9606.ENSP00000215829	0	0.906	0.900	0	0.990
CWC22	PHF5A	9606.ENSP00000387006	9606.ENSP00000216252	0	0.919	0.900	0	0.991
CWC22	SF3A2	9606.ENSP00000387006	9606.ENSP00000221494	0	0.906	0.900	0	0.990
CWC22	PRPF19	9606.ENSP00000387006	9606.ENSP00000227524	0	0.989	0.900	0	0.998
CWC22	SF3B6	9606.ENSP00000387006	9606.ENSP00000233468	0	0.800	0	0	0.800
CWC22	SYF2	9606.ENSP00000387006	9606.ENSP00000236273	0	0.904	0.900	0	0.990
CWC22	SNRPB2	9606.ENSP00000387006	9606.ENSP00000246071	0	0.871	0.900	0	0.986
CWC22	LSM8	9606.ENSP00000387006	9606.ENSP00000249299	0	0	0.900	0	0.900
CWC22	LSM7	9606.ENSP00000387006	9606.ENSP00000252622	0	0	0.900	0	0.900
CWC22	SNRPA1	9606.ENSP00000387006	9606.ENSP00000254193	0	0.955	0.900	0	0.995
CWC22	PRPF38A	9606.ENSP00000387006	9606.ENSP00000257181	0	0	0.900	0	0.900
CWC22	PPIG	9606.ENSP00000387006	9606.ENSP00000260970	0	0.827	0	0	0.827
CWC22	SNW1	9606.ENSP00000387006	9606.ENSP00000261531	0	0.962	0.900	0	0.996
CWC22	DHX8	9606.ENSP00000387006	9606.ENSP00000262415	0	0.955	0.900	0	0.995
CWC22	SNRNP40	9606.ENSP00000387006	9606.ENSP00000263694	0	0.800	0.900	0	0.979
CWC22	PRPF6	9606.ENSP00000387006	9606.ENSP00000266079	0	0	0.900	0	0.900
CWC22	SNRPF	9606.ENSP00000387006	9606.ENSP00000266735	0	0.907	0.900	0	0.990
CWC22	MFAP1	9606.ENSP00000387006	9606.ENSP00000267812	0	0	0.900	0	0.900
